Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type
Tahual,Guatemala,Stratovolcano,Evidence Credible,Unknown,México and Central America,Guatemala,14.43,-89.9,1716,Basalt / Picro-Basalt
"Santiago, Cerro",Guatemala,Volcanic field,Evidence Credible,Unknown,México and Central America,Guatemala,14.33,-89.87,1192,Basalt / Picro-Basalt
Suchitan,Guatemala,Stratovolcano(es),Evidence Credible,Unknown,México and Central America,Guatemala,14.4,-89.78,2042,Andesite / Basaltic Andesite
Chingo,Guatemala-El Salvador,Stratovolcano,Evidence Credible,Unknown,México and Central America,Guatemala,14.12,-89.73,1775,Andesite / Basaltic Andesite
Ixtepeque,Guatemala,Lava dome(s),Evidence Credible,Unknown,México and Central America,Guatemala,14.42,-89.68,1292,Rhyolite
Ipala,Guatemala,Stratovolcano,Evidence Credible,Unknown,México and Central America,Guatemala,14.55,-89.63,1650,Basalt / Picro-Basalt
Chiquimula Volcanic Field,Guatemala,Pyroclastic cone(s),Evidence Credible,Unknown,México and Central America,Guatemala,14.83,-89.55,1192,Basalt / Picro-Basalt
Quezaltepeque,Guatemala,Volcanic field,Evidence Credible,Unknown,México and Central America,Guatemala,14.57,-89.45,1200,Basalt / Picro-Basalt
San Diego,El Salvador-Guatemala,Volcanic field,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,14.27,-89.48,781,Basalt / Picro-Basalt
"Singuil, Cerro",El Salvador,Pyroclastic cone(s),Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,14.054,-89.631,926,Basalt / Picro-Basalt
Apaneca Range,El Salvador,Stratovolcano(es),Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.891,-89.786,2036,Basalt / Picro-Basalt
Santa Ana,El Salvador,Stratovolcano,Eruption Observed,2005 CE,México and Central America,El Salvador and Honduras,13.853,-89.63,2381,Andesite / Basaltic Andesite
Izalco,El Salvador,Stratovolcano,Eruption Observed,1966 CE,México and Central America,El Salvador and Honduras,13.813,-89.633,1950,Andesite / Basaltic Andesite
Coatepeque Caldera,El Salvador,Caldera,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.87,-89.55,746,Rhyolite
San Salvador,El Salvador,Stratovolcano,Eruption Observed,1917 CE,México and Central America,El Salvador and Honduras,13.734,-89.294,1893,Andesite / Basaltic Andesite
"Cinotepeque, Cerro",El Salvador,Volcanic field,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,14.02,-89.25,665,No Data (checked)
Guazapa,El Salvador,Stratovolcano,Evidence Uncertain,Unknown,México and Central America,El Salvador and Honduras,13.9,-89.12,1438,Basalt / Picro-Basalt
Ilopango,El Salvador,Caldera,Eruption Observed,1880 CE,México and Central America,El Salvador and Honduras,13.672,-89.053,450,Dacite
San Vicente,El Salvador,Stratovolcano,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.595,-88.837,2182,Andesite / Basaltic Andesite
Apastepeque Field,El Salvador,Volcanic field,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.72,-88.77,700,Dacite
Taburete,El Salvador,Stratovolcano,Evidence Uncertain,Unknown,México and Central America,El Salvador and Honduras,13.435,-88.532,1172,Basalt / Picro-Basalt
Tecapa,El Salvador,Stratovolcano,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.494,-88.502,1593,Andesite / Basaltic Andesite
Usulutan,El Salvador,Stratovolcano,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.419,-88.471,1449,Basalt / Picro-Basalt
"Tigre, El",El Salvador,Stratovolcano,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.47,-88.43,1640,Basalt / Picro-Basalt
Chinameca,El Salvador,Stratovolcano,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.478,-88.33,1300,Andesite / Basaltic Andesite
San Miguel,El Salvador,Stratovolcano,Eruption Observed,2018 CE,México and Central America,El Salvador and Honduras,13.434,-88.269,2130,Andesite / Basaltic Andesite
"Aramuaca, Laguna",El Salvador,Maar,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.428,-88.105,181,No Data (checked)
"Tigre, Isla el",Honduras,Stratovolcano,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.272,-87.641,783,Basalt / Picro-Basalt
"Zacate Grande, Isla",Honduras,Stratovolcano,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.33,-87.63,640,Basalt / Picro-Basalt
"Yojoa, Lake",Honduras,Volcanic field,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,14.98,-87.98,1090,Trachybasalt / Tephrite Basanite
Utila Island,Honduras,Pyroclastic cone(s),Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,16.12,-86.882,74,Basalt / Picro-Basalt
Cosiguina,Nicaragua,Stratovolcano,Eruption Observed,1859 CE,México and Central America,Nicaragua,12.98,-87.57,872,Andesite / Basaltic Andesite
San Cristobal,Nicaragua,Stratovolcano,Eruption Observed,2019 CE,México and Central America,Nicaragua,12.702,-87.004,1745,Basalt / Picro-Basalt
Telica,Nicaragua,Stratovolcano(es),Eruption Observed,2018 CE,México and Central America,Nicaragua,12.606,-86.84,1036,Basalt / Picro-Basalt
Rota,Nicaragua,Stratovolcano,Evidence Credible,Unknown,México and Central America,Nicaragua,12.55,-86.75,832,Andesite / Basaltic Andesite
"Negro, Cerro",Nicaragua,Pyroclastic cone(s),Eruption Observed,1999 CE,México and Central America,Nicaragua,12.506,-86.702,728,Basalt / Picro-Basalt
"Pilas, Las",Nicaragua,Complex,Eruption Observed,1954 CE,México and Central America,Nicaragua,12.495,-86.688,1088,Andesite / Basaltic Andesite
Momotombo,Nicaragua,Stratovolcano,Eruption Observed,2016 CE,México and Central America,Nicaragua,12.423,-86.539,1270,Basalt / Picro-Basalt
Apoyeque,Nicaragua,Pyroclastic shield,Eruption Dated,50 BCE,México and Central America,Nicaragua,12.242,-86.342,518,Dacite
Nejapa-Miraflores,Nicaragua,Fissure vent(s),Eruption Dated,1060 CE,México and Central America,Nicaragua,12.12,-86.32,360,Basalt / Picro-Basalt
Masaya,Nicaragua,Caldera,Eruption Observed,2020 CE,México and Central America,Nicaragua,11.985,-86.165,594,Basalt / Picro-Basalt
Granada,Nicaragua,Fissure vent(s),Evidence Credible,Unknown,México and Central America,Nicaragua,11.92,-85.98,300,Basalt / Picro-Basalt
Mombacho,Nicaragua,Stratovolcano,Unrest / Holocene,Unknown,México and Central America,Nicaragua,11.826,-85.968,1344,Andesite / Basaltic Andesite
Zapatera,Nicaragua,Shield,Evidence Credible,Unknown,México and Central America,Nicaragua,11.73,-85.82,629,Andesite / Basaltic Andesite
Concepcion,Nicaragua,Stratovolcano,Eruption Observed,2011 CE,México and Central America,Nicaragua,11.538,-85.622,1700,Andesite / Basaltic Andesite
Esteli,Nicaragua,Fissure vent(s),Evidence Uncertain,Unknown,México and Central America,Nicaragua,13.17,-86.4,899,Basalt / Picro-Basalt
"Ciguatepe, Cerro el",Nicaragua,Stratovolcano,Evidence Uncertain,Unknown,México and Central America,Nicaragua,12.53,-86.142,603,Basalt / Picro-Basalt
"Lajas, Las",Nicaragua,Shield,Evidence Uncertain,Unknown,México and Central America,Nicaragua,12.3,-85.73,926,Basalt / Picro-Basalt
Orosi,Costa Rica,Stratovolcano(es),Evidence Uncertain,Unknown,México and Central America,Costa Rica,10.98,-85.473,1659,Andesite / Basaltic Andesite
Rincon de la Vieja,Costa Rica,Complex,Eruption Observed,2020 CE,México and Central America,Costa Rica,10.83,-85.324,1916,Andesite / Basaltic Andesite
Miravalles,Costa Rica,Stratovolcano,Eruption Observed,1946 CE,México and Central America,Costa Rica,10.748,-85.153,2028,Andesite / Basaltic Andesite
Tenorio,Costa Rica,Stratovolcano(es),Evidence Credible,Unknown,México and Central America,Costa Rica,10.673,-85.015,1916,Andesite / Basaltic Andesite
Arenal,Costa Rica,Stratovolcano,Eruption Observed,2010 CE,México and Central America,Costa Rica,10.463,-84.703,1670,Andesite / Basaltic Andesite
Platanar,Costa Rica,Stratovolcano(es),Evidence Credible,Unknown,México and Central America,Costa Rica,10.3,-84.366,2267,Andesite / Basaltic Andesite
Poas,Costa Rica,Stratovolcano,Eruption Observed,2019 CE,México and Central America,Costa Rica,10.2,-84.233,2708,Andesite / Basaltic Andesite
Barva,Costa Rica,Complex,Eruption Dated,6050 BCE,México and Central America,Costa Rica,10.135,-84.1,2906,Andesite / Basaltic Andesite
Irazu,Costa Rica,Stratovolcano,Eruption Observed,1994 CE,México and Central America,Costa Rica,9.979,-83.852,3432,Andesite / Basaltic Andesite
Turrialba,Costa Rica,Stratovolcano,Eruption Observed,2019 CE,México and Central America,Costa Rica,10.025,-83.767,3340,Andesite / Basaltic Andesite
Baru,Panama,Stratovolcano,Eruption Observed,1550 CE,México and Central America,Panama,8.808,-82.543,3474,Andesite / Basaltic Andesite
"Valle, El",Panama,Stratovolcano,Evidence Uncertain,Unknown,México and Central America,Panama,8.58,-80.17,1185,Dacite
Romeral,Colombia,Stratovolcano,Eruption Dated,5390 BCE,South America,Colombia,5.203,-75.363,3769,Andesite / Basaltic Andesite
"Bravo, Cerro",Colombia,Stratovolcano,Eruption Dated,1720 CE,South America,Colombia,5.091,-75.293,3985,Dacite
"Ruiz, Nevado del",Colombia,Stratovolcano,Eruption Observed,2019 CE,South America,Colombia,4.892,-75.324,5279,Andesite / Basaltic Andesite
Santa Isabel,Colombia,Shield,Eruption Dated,850 BCE,South America,Colombia,4.818,-75.365,4944,Andesite / Basaltic Andesite
"Tolima, Nevado del",Colombia,Stratovolcano,Eruption Observed,1943 CE,South America,Colombia,4.658,-75.33,5215,Andesite / Basaltic Andesite
Machin,Colombia,Stratovolcano,Eruption Dated,1180 CE,South America,Colombia,4.487,-75.389,2749,Dacite
"Huila, Nevado del",Colombia,Stratovolcano,Eruption Observed,2012 CE,South America,Colombia,2.93,-76.03,5364,Andesite / Basaltic Andesite
Purace,Colombia,Stratovolcano(es),Eruption Observed,1977 CE,South America,Colombia,2.32,-76.4,4650,Andesite / Basaltic Andesite
Sotara,Colombia,Stratovolcano,Evidence Credible,Unknown,South America,Colombia,2.108,-76.592,4400,Andesite / Basaltic Andesite
Petacas,Colombia,Lava dome,Evidence Uncertain,Unknown,South America,Colombia,1.666,-76.814,3280,No Data (checked)
Dona Juana,Colombia,Stratovolcano,Eruption Observed,1906 CE,South America,Colombia,1.5,-76.936,4137,Andesite / Basaltic Andesite
Galeras,Colombia,Complex,Eruption Observed,2014 CE,South America,Colombia,1.22,-77.37,4276,Andesite / Basaltic Andesite
Azufral,Colombia,Stratovolcano,Eruption Dated,930 BCE,South America,Colombia,1.08,-77.68,4070,Dacite
Cumbal,Colombia,Stratovolcano,Eruption Observed,1926 CE,South America,Colombia,0.95,-77.87,4764,Andesite / Basaltic Andesite
Chiles-Cerro Negro,Colombia-Ecuador,Stratovolcano,Evidence Uncertain,1936 CE,South America,Colombia,0.817,-77.938,4698,Dacite
Soche,Ecuador,Stratovolcano,Eruption Dated,6650 BCE,South America,Ecuador,0.552,-77.58,3955,Dacite
Chachimbiro,Ecuador,Stratovolcano,Eruption Dated,3740 BCE,South America,Ecuador,0.468,-78.287,4106,Dacite
Cuicocha,Ecuador,Caldera,Eruption Dated,650 CE,South America,Ecuador,0.308,-78.364,3246,Dacite
Imbabura,Ecuador,Compound,Eruption Dated,5550 BCE,South America,Ecuador,0.258,-78.183,4609,Andesite / Basaltic Andesite
Mojanda,Ecuador,Stratovolcano(es),Evidence Uncertain,Unknown,South America,Ecuador,0.13,-78.27,4263,Andesite / Basaltic Andesite
Cayambe,Ecuador,Compound,Eruption Observed,1786 CE,South America,Ecuador,0.029,-77.986,5790,Andesite / Basaltic Andesite
Reventador,Ecuador,Stratovolcano,Eruption Observed,2020 CE,South America,Ecuador,-0.077,-77.656,3562,Andesite / Basaltic Andesite
Pululahua,Ecuador,Caldera,Eruption Dated,290 CE,South America,Ecuador,0.038,-78.463,3356,Dacite
Guagua Pichincha,Ecuador,Stratovolcano,Eruption Observed,2002 CE,South America,Ecuador,-0.171,-78.598,4784,Andesite / Basaltic Andesite
Atacazo,Ecuador,Stratovolcano,Eruption Dated,320 BCE,South America,Ecuador,-0.353,-78.617,4463,Andesite / Basaltic Andesite
Chacana,Ecuador,Caldera,Eruption Observed,1773 CE,South America,Ecuador,-0.375,-78.25,4643,Rhyolite
Antisana,Ecuador,Stratovolcano,Eruption Observed,1802 CE,South America,Ecuador,-0.481,-78.141,5753,Andesite / Basaltic Andesite
Aliso,Ecuador,Stratovolcano,Eruption Dated,2450 BCE,South America,Ecuador,-0.53,-78,4267,Andesite / Basaltic Andesite
Sumaco,Ecuador,Stratovolcano,Evidence Uncertain,1895 CE,South America,Ecuador,-0.538,-77.626,3990,Trachybasalt / Tephrite Basanite
Illiniza,Ecuador,Stratovolcano,Evidence Credible,Unknown,South America,Ecuador,-0.659,-78.714,5248,Andesite / Basaltic Andesite
Cotopaxi,Ecuador,Stratovolcano,Eruption Observed,2016 CE,South America,Ecuador,-0.677,-78.436,5911,Andesite / Basaltic Andesite
Quilotoa,Ecuador,Caldera,Eruption Dated,1280 CE,South America,Ecuador,-0.85,-78.9,3914,Dacite
Chimborazo,Ecuador,Stratovolcano,Eruption Dated,550 CE,South America,Ecuador,-1.464,-78.815,6310,Andesite / Basaltic Andesite
Tungurahua,Ecuador,Stratovolcano,Eruption Observed,2016 CE,South America,Ecuador,-1.467,-78.442,5023,Andesite / Basaltic Andesite
Licto,Ecuador,Pyroclastic cone(s),Evidence Uncertain,Unknown,South America,Ecuador,-1.78,-78.613,3336,Andesite / Basaltic Andesite
Sangay,Ecuador,Stratovolcano,Eruption Observed,2020 CE,South America,Ecuador,-2.005,-78.341,5286,Andesite / Basaltic Andesite
Fernandina,Ecuador,Shield,Eruption Observed,2020 CE,South America,Galapagos Islands,-0.37,-91.55,1476,Basalt / Picro-Basalt
Ecuador,Ecuador,Shield,Eruption Dated,1150 CE,South America,Galapagos Islands,-0.02,-91.546,790,Basalt / Picro-Basalt
Wolf,Ecuador,Shield,Eruption Observed,2015 CE,South America,Galapagos Islands,0.02,-91.35,1710,Basalt / Picro-Basalt
Darwin,Ecuador,Shield,Eruption Dated,1813 CE,South America,Galapagos Islands,-0.18,-91.28,1330,Basalt / Picro-Basalt
Alcedo,Ecuador,Shield,Eruption Observed,1993 CE,South America,Galapagos Islands,-0.43,-91.12,1130,Basalt / Picro-Basalt
"Negra, Sierra",Ecuador,Shield,Eruption Observed,2018 CE,South America,Galapagos Islands,-0.83,-91.17,1124,Basalt / Picro-Basalt
"Azul, Cerro",Ecuador,Shield,Eruption Observed,2008 CE,South America,Galapagos Islands,-0.92,-91.408,1640,Basalt / Picro-Basalt
Pinta,Ecuador,Shield,Eruption Observed,1928 CE,South America,Galapagos Islands,0.58,-90.75,780,Basalt / Picro-Basalt
Marchena,Ecuador,Shield,Eruption Observed,1991 CE,South America,Galapagos Islands,0.33,-90.47,343,Basalt / Picro-Basalt
Genovesa,Ecuador,Shield,Evidence Credible,Unknown,South America,Galapagos Islands,0.32,-89.958,64,Basalt / Picro-Basalt
Santiago,Ecuador,Shield,Eruption Observed,1906 CE,South America,Galapagos Islands,-0.22,-90.77,920,Basalt / Picro-Basalt
Santa Cruz,Ecuador,Shield,Evidence Credible,Unknown,South America,Galapagos Islands,-0.62,-90.33,864,Basalt / Picro-Basalt
San Cristobal,Ecuador,Shield,Evidence Credible,Unknown,South America,Galapagos Islands,-0.88,-89.5,759,Basalt / Picro-Basalt
Quimsachata,Peru,Lava dome,Eruption Dated,4450 BCE,South America,Peru,-14.176,-71.351,3693,Rhyolite
"Auquihuato, Cerro",Peru,Pyroclastic cone,Evidence Uncertain,Unknown,South America,Peru,-15.07,-73.18,4980,No Data (checked)
Sara Sara,Peru,Stratovolcano,Evidence Credible,Unknown,South America,Peru,-15.33,-73.45,5522,Andesite / Basaltic Andesite
Coropuna,Peru,Stratovolcano,Evidence Credible,Unknown,South America,Peru,-15.52,-72.65,6377,Andesite / Basaltic Andesite
Andahua-Orcopampa,Peru,Pyroclastic cone(s),Eruption Dated,1490 CE,South America,Peru,-15.42,-72.33,4713,Trachyandesite / Basaltic Trachyandesite
Huambo,Peru,Volcanic field,Eruption Dated,700 BCE,South America,Peru,-15.83,-72.13,4550,Trachyandesite / Basaltic Trachyandesite
Sabancaya,Peru,Stratovolcano(es),Eruption Observed,2020 CE,South America,Peru,-15.787,-71.857,5960,Andesite / Basaltic Andesite
"Chachani, Nevado",Peru,Stratovolcano,Evidence Uncertain,Unknown,South America,Peru,-16.191,-71.53,6057,Andesite / Basaltic Andesite
"Nicholson, Cerro",Peru,Pyroclastic cone,Evidence Credible,Unknown,South America,Peru,-16.261,-71.754,2525,Andesite / Basaltic Andesite
"Misti, El",Peru,Stratovolcano,Eruption Observed,1985 CE,South America,Peru,-16.294,-71.409,5822,Andesite / Basaltic Andesite
Ubinas,Peru,Stratovolcano,Eruption Observed,2019 CE,South America,Peru,-16.355,-70.903,5672,Andesite / Basaltic Andesite
Huaynaputina,Peru,Stratovolcano,Eruption Observed,1600 CE,South America,Peru,-16.608,-70.85,4850,Dacite
Ticsani,Peru,Lava dome(s),Eruption Dated,1800 CE,South America,Peru,-16.755,-70.595,5408,Dacite
Tutupaca,Peru,Stratovolcano(es),Eruption Observed,1802 CE,South America,Peru,-17.026,-70.372,5801,Andesite / Basaltic Andesite
Yucamane,Peru,Stratovolcano(es),Eruption Observed,1320 BCE,South America,Peru,-17.184,-70.196,5495,Andesite / Basaltic Andesite
"Casiri, Nevados",Peru,Stratovolcano(es),Evidence Credible,Unknown,South America,Peru,-17.47,-69.813,5650,Trachyte / Trachydacite
Tacora,Chile-Peru,Stratovolcano(es),Unrest / Holocene,Unknown,South America,"Northern Chile, Bolivia and Argentina",-17.72,-69.77,5980,Andesite / Basaltic Andesite
Taapaca,Chile,Complex,Eruption Dated,320 BCE,South America,"Northern Chile, Bolivia and Argentina",-18.1,-69.5,5860,Dacite
Parinacota,Chile-Bolivia,Stratovolcano,Eruption Dated,290 CE,South America,"Northern Chile, Bolivia and Argentina",-18.166,-69.142,6336,Andesite / Basaltic Andesite
Guallatiri,Chile,Stratovolcano,Eruption Observed,1960 CE,South America,"Northern Chile, Bolivia and Argentina",-18.42,-69.092,6071,Andesite / Basaltic Andesite
Tambo Quemado,Bolivia,Pyroclastic shield,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-18.62,-68.75,4215,Rhyolite
Isluga,Chile,Stratovolcano,Eruption Observed,1913 CE,South America,"Northern Chile, Bolivia and Argentina",-19.15,-68.83,5550,Andesite / Basaltic Andesite
Tata Sabaya,Bolivia,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-19.13,-68.53,5430,Andesite / Basaltic Andesite
"Jayu Khota, Laguna",Bolivia,Maar(s),Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-19.463,-67.432,3650,Basalt / Picro-Basalt
Jatun Mundo Quri Warani,Bolivia,Lava dome(s),Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-19.78,-66.48,5438,Dacite
Irruputuncu,Chile-Bolivia,Stratovolcano,Eruption Observed,1995 CE,South America,"Northern Chile, Bolivia and Argentina",-20.73,-68.55,5163,Andesite / Basaltic Andesite
Pampa Luxsar,Bolivia,Volcanic field,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-20.85,-68.2,5543,Andesite / Basaltic Andesite
Olca-Paruma,Chile-Bolivia,Stratovolcano(es),Eruption Observed,Unknown,South America,"Northern Chile, Bolivia and Argentina",-20.939,-68.413,5705,Andesite / Basaltic Andesite
"Azufre, Cerro del",Chile,Stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-21.787,-68.237,5846,Andesite / Basaltic Andesite
San Pedro-San Pablo,Chile,Stratovolcano(es),Eruption Observed,1960 CE,South America,"Northern Chile, Bolivia and Argentina",-21.888,-68.391,6142,Andesite / Basaltic Andesite
Putana,Chile,Stratovolcano,Eruption Observed,1810 CE,South America,"Northern Chile, Bolivia and Argentina",-22.557,-67.853,5884,Dacite
Sairecabur,Chile-Bolivia,Stratovolcano(es),Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-22.72,-67.892,5971,Andesite / Basaltic Andesite
Licancabur,Chile-Bolivia,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-22.83,-67.88,5916,Andesite / Basaltic Andesite
Guayaques,Chile-Bolivia,Lava dome(s),Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-22.895,-67.566,5598,Dacite
Purico Complex,Chile,Pyroclastic shield,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23,-67.75,5703,Dacite
Colachi,Chile,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.236,-67.645,5631,Andesite / Basaltic Andesite
Acamarachi,Chile,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.292,-67.618,6023,Dacite
"Overo, Cerro",Chile,Maar,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.52,-67.67,4555,Andesite / Basaltic Andesite
Chiliques,Chile,Stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.58,-67.7,5778,Andesite / Basaltic Andesite
Lascar,Chile,Stratovolcano(es),Eruption Observed,2017 CE,South America,"Northern Chile, Bolivia and Argentina",-23.37,-67.73,5592,Andesite / Basaltic Andesite
Cordon de Puntas Negras,Chile,Stratovolcano(es),Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.743,-67.534,5852,Andesite / Basaltic Andesite
Miniques,Chile,Stratovolcano(es),Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.82,-67.77,5910,Andesite / Basaltic Andesite
"Tujle, Cerro",Chile,Maar,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.83,-67.95,3550,No Data (checked)
Caichinque,Chile,Stratovolcano(es),Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.949,-67.74,4458,Andesite / Basaltic Andesite
Tilocalar,Chile,Lava cone(es),Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.97,-68.13,3109,Andesite / Basaltic Andesite
"Negrillar, El",Chile,Pyroclastic cone(s),Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.18,-68.25,3500,Andesite / Basaltic Andesite
Pular,Chile,Stratovolcano(es),Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.188,-68.054,6233,Andesite / Basaltic Andesite
"Negrillar, La",Chile,Pyroclastic cone(s),Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.319,-68.59,4220,Andesite / Basaltic Andesite
Socompa,Chile-Argentina,Stratovolcano,Eruption Dated,5250 BCE,South America,"Northern Chile, Bolivia and Argentina",-24.396,-68.246,6031,Dacite
Llullaillaco,Chile-Argentina,Stratovolcano,Eruption Observed,1877 CE,South America,"Northern Chile, Bolivia and Argentina",-24.72,-68.53,6739,Dacite
Escorial,Chile-Argentina,Stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.083,-68.367,5451,Andesite / Basaltic Andesite
Lastarria,Chile-Argentina,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.168,-68.507,5706,Andesite / Basaltic Andesite
Cordon del Azufre,Chile-Argentina,Complex,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.336,-68.521,5481,Andesite / Basaltic Andesite
"Bayo Gorbea, Cerro",Chile-Argentina,Complex,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.414,-68.588,5413,Andesite / Basaltic Andesite
"Nevada, Sierra",Chile-Argentina,Complex,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.48,-68.58,6173,No Data (checked)
Falso Azufre,Chile-Argentina,Complex,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.8,-68.37,5906,No Data (checked)
"Incahuasi, Nevado de",Chile-Argentina,Stratovolcano(es),Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-27.033,-68.296,6638,Dacite
"Ojos del Salado, Nevados",Chile-Argentina,Stratovolcano,Eruption Dated,750 CE,South America,"Northern Chile, Bolivia and Argentina",-27.109,-68.541,6879,Dacite
"Solo, El",Chile-Argentina,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-27.105,-68.713,6205,Dacite
Tuzgle,Argentina,Stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.05,-66.48,5486,Dacite
Aracar,Argentina,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.29,-67.783,6095,Andesite / Basaltic Andesite
Unnamed,Argentina,Pyroclastic cone,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.078,-68.266,4652,Andesite / Basaltic Andesite
Antofagasta Volcanic Field,Argentina,Pyroclastic cone(s),Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.12,-67.4,3495,Andesite / Basaltic Andesite
"Condor, El",Argentina,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.632,-68.361,6373,No Data (checked)
Peinado,Argentina,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.623,-68.116,5741,Andesite / Basaltic Andesite
"Blanco, Cerro",Argentina,Caldera,Eruption Dated,2300 BCE,South America,"Northern Chile, Bolivia and Argentina",-26.789,-67.765,4670,Rhyolite
Tipas,Argentina,Complex,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-27.196,-68.561,6658,No Data (checked)
Easter Island,Chile,Shield(s),Evidence Credible,Unknown,South America,Pacific Ocean (Chilean Islands),-27.15,-109.38,511,Basalt / Picro-Basalt
Tupungatito,Chile-Argentina,Stratovolcano,Eruption Observed,1987 CE,South America,Central Chile and Argentina,-33.425,-69.797,5660,Andesite / Basaltic Andesite
San Jose,Chile-Argentina,Stratovolcano(es),Eruption Observed,1960 CE,South America,Central Chile and Argentina,-33.789,-69.895,6070,Andesite / Basaltic Andesite
Maipo,Chile-Argentina,Caldera,Eruption Observed,1912 CE,South America,Central Chile and Argentina,-34.164,-69.832,5323,Trachyandesite / Basaltic Trachyandesite
Palomo,Chile,Stratovolcano,Evidence Credible,Unknown,South America,Central Chile and Argentina,-34.608,-70.295,4860,Andesite / Basaltic Andesite
"Atuel, Caldera del",Argentina,Caldera,Evidence Credible,Unknown,South America,Central Chile and Argentina,-34.65,-70.05,5189,Andesite / Basaltic Andesite
Risco Plateado,Argentina,Stratovolcano,Evidence Uncertain,Unknown,South America,Central Chile and Argentina,-34.917,-69.981,4999,Andesite / Basaltic Andesite
Tinguiririca,Chile,Stratovolcano,Eruption Observed,1917 CE,South America,Central Chile and Argentina,-34.814,-70.352,4280,Andesite / Basaltic Andesite
Planchon-Peteroa,Chile,Stratovolcano(es),Eruption Observed,2019 CE,South America,Central Chile and Argentina,-35.223,-70.568,3977,Andesite / Basaltic Andesite
Infiernillo,Argentina,Volcanic field,Eruption Dated,6890 BCE,South America,Central Chile and Argentina,-35.123,-69.9,3007,Andesite / Basaltic Andesite
