Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type
Skookum Creek,United States,Lava dome(s),,,Alaska,Alaska (eastern),62.4,-143.147,2172,
Satah Mountain,Canada,Volcanic field,,,Canada and Western USA,Canada,52.417,-124.617,1923,
Baldface Mountain,Canada,Volcanic field,,,Canada and Western USA,Canada,52.742,-124.458,1798,
Kawdy Metah,Canada,Volcanic field,,,Canada and Western USA,Canada,59.02,-131.15,1950,
Dark Mountain,Canada,Volcanic field,,,Canada and Western USA,Canada,58.52,-129.6,1972,
Klastline Group,Canada,Pyroclastic cone(s),,,Canada and Western USA,Canada,57.88,-130.2,1980,
Hogum Range,Canada,Volcanic field,,,Canada and Western USA,Canada,56.15,-126.7,2020,
Alice Arm,Canada,Volcanic field,,,Canada and Western USA,Canada,55.43,-129.37,0,
Itcha Range,Canada,Shield,,,Canada and Western USA,Canada,52.667,-124.833,2371,
Chilcotin Group-North,Canada,Volcanic field,,,Canada and Western USA,Canada,51.45,-122.33,1800,
Squamish,Canada,Volcanic field,,,Canada and Western USA,Canada,49.65,-123.22,790,
Chilcotin Group-South,Canada,Volcanic field,,,Canada and Western USA,Canada,50.15,-119.62,2100,
Quesnel Cone Group,Canada,Pyroclastic cone(s),,,Canada and Western USA,Canada,52.5,-121.17,1646,
Tumac Mountain,United States,Pyroclastic cone,,,Canada and Western USA,USA (Washington),46.713,-121.352,1932,
Goat Rocks,United States,Stratovolcano,,,Canada and Western USA,USA (Washington),46.5,-121.4,2494,
Marble Mountain,United States,Shield,,,Canada and Western USA,USA (Washington),46.109,-122.129,1255,
Simcoe,United States,Volcanic field,,,Canada and Western USA,USA (Washington),46.1,-120.9,1775,
Lava Mountain,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),43.472,-120.754,1711,
Four Craters Lava Field,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),43.361,-120.669,1501,
Boring Lava,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),45.3,-122.5,1236,
Defiance,United States,Shield,,,Canada and Western USA,USA (Oregon),45.649,-121.723,1512,
Lost Lake Butte,United States,Shield,,,Canada and Western USA,USA (Oregon),45.496,-121.796,1362,
Wilson,United States,Shield(s),,,Canada and Western USA,USA (Oregon),45.066,-121.658,1707,
Olallie Butte,United States,Shield(s),,,Canada and Western USA,USA (Oregon),44.82,-121.75,2199,
Three Fingered Jack,United States,Shield(s),,,Canada and Western USA,USA (Oregon),44.48,-121.842,2390,
Black Butte,United States,Stratovolcano,,,Canada and Western USA,USA (Oregon),44.4,-121.63,1962,
Washington,United States,Shield,,,Canada and Western USA,USA (Oregon),44.332,-121.837,2376,
Black Crater,United States,Shield(s),,,Canada and Western USA,USA (Oregon),44.266,-121.749,2210,
Scott Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),44.241,-121.915,1864,
Tumalo,United States,Lava dome(s),,,Canada and Western USA,USA (Oregon),44.099,-121.541,1955,
Broken Top,United States,Stratovolcano,,,Canada and Western USA,USA (Oregon),44.08,-121.7,2797,
Williamson Mountain,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.924,-121.825,1921,
Irish Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),43.851,-121.975,2101,
Taylor Butte,United States,Shield,,,Canada and Western USA,USA (Oregon),43.805,-122.018,1775,
Cultus Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),43.819,-121.871,2060,
Wuksi Butte-Twin Lakes,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),43.77,-121.77,1590,
Cupit Mary Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),43.731,-122.11,1879,
Fuji Mountain,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.659,-122.103,2177,
Maiden Peak,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.627,-121.965,2383,
Red Top Mountain,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.51,-122.03,2118,
Cowhorn Mountain,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.4,-122.054,2336,
Cappy Mountain,United States,Stratovolcano,,,Canada and Western USA,USA (Oregon),43.31,-121.979,2253,
China Hat-East Butte,United States,Lava dome(s),,,Canada and Western USA,USA (Oregon),43.681,-121.034,2004,
Quartz Mountain,United States,Lava dome,,,Canada and Western USA,USA (Oregon),43.629,-120.899,1885,
Fort Rock Volcanic Field,United States,Maar(s),,,Canada and Western USA,USA (Oregon),43.392,-121.142,1712,
Diamond Peak,United States,Shield,,,Canada and Western USA,USA (Oregon),43.521,-122.148,2665,
Thielsen,United States,Shield,,,Canada and Western USA,USA (Oregon),43.153,-122.065,2799,
Bailey,United States,Shield,,,Canada and Western USA,USA (Oregon),43.155,-122.219,2551,
Goose Nest,United States,Shield,,,Canada and Western USA,USA (Oregon),42.788,-122.154,2213,
Big Bunchgrass,United States,Pyroclastic cone,,,Canada and Western USA,USA (Oregon),42.703,-122.194,2024,
Imagination Peak,United States,Pyroclastic cone,,,Canada and Western USA,USA (Oregon),42.552,-122.201,1986,
Sprague River Valley,United States,Shield(s),,,Canada and Western USA,USA (Oregon),42.5,-121.5,1300,
Pelican Butte,United States,Shield,,,Canada and Western USA,USA (Oregon),42.52,-122.13,2449,
McLoughlin,United States,Stratovolcano,,,Canada and Western USA,USA (Oregon),42.445,-122.315,2894,
Brown Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),42.365,-122.27,2228,
Silver Creek,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),43.4,-119.5,1375,
Saddle Butte,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),43,-117.8,1700,
Lava Butte,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.001,-117.422,1447,
Mountain Lakes,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),42.32,-122.08,2502,
Jackies Butte,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),42.606,-117.589,1418,
Brushy Butte,United States,Shield,,,Canada and Western USA,USA (California),41.178,-121.445,1168,
Twin Buttes,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),40.777,-121.591,1631,
Silver Lake,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),40.731,-121.841,1535,
Tumble Buttes,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),40.68,-121.55,2191,
Eagle Lake Field,United States,Fissure vent(s),,,Canada and Western USA,USA (California),40.63,-120.83,1652,
Coso Volcanic Field,United States,Lava dome(s),,,Canada and Western USA,USA (California),36.03,-117.82,2400,
Lavic Lake,United States,Volcanic field,,,Canada and Western USA,USA (California),34.75,-116.625,1495,
Copco Lake,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),41.97,-122.33,975,
Goosenest,United States,Shield,,,Canada and Western USA,USA (California),41.722,-122.22,2528,
Whaleback,United States,Shield,,,Canada and Western USA,USA (California),41.528,-122.14,2605,
Rainbow Mountain,United States,Stratovolcano,,,Canada and Western USA,USA (California),41.474,-121.956,2323,
Hackamore,United States,Volcanic field,,,Canada and Western USA,USA (California),41.67,-121.17,1703,
Big Cave,United States,Shield,,,Canada and Western USA,USA (California),40.955,-121.365,1259,
Cinder Butte,United States,Shield,,,Canada and Western USA,USA (California),40.87,-121.49,1337,
Burney Mountain,United States,Lava dome(s),,,Canada and Western USA,USA (California),40.806,-121.628,2397,
Snow Mountain,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.763,-121.798,2077,
Magee Peak,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.698,-121.619,2647,
Blacks Mountain,United States,Shield,,,Canada and Western USA,USA (California),40.775,-121.191,2220,
Potato Butte,United States,Shield(s),,,Canada and Western USA,USA (California),40.63,-121.43,1532,
Latour Butte,United States,Lava cone,,,Canada and Western USA,USA (California),40.608,-121.709,2054,
Caribou,United States,Volcanic field,,,Canada and Western USA,USA (California),40.6,-121.15,2309,
Red Lake Mountain,United States,Pyroclastic cone,,,Canada and Western USA,USA (California),40.571,-121.594,2036,
Table Mountain,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.557,-121.55,2097,
Black Butte,United States,Pyroclastic cone,,,Canada and Western USA,USA (California),40.45,-122,813,
Dittmar,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.453,-121.347,2328,
Sifford Mountain,United States,Shield,,,Canada and Western USA,USA (California),40.416,-121.412,2149,
Maidu,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.3,-121.62,2123,
Inskip Hill,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),40.341,-121.943,945,
Sutter Buttes,United States,Lava dome(s),,,Canada and Western USA,USA (California),39.206,-121.821,645,
Long Valley,United States,Caldera,,,Canada and Western USA,USA (California),37.7,-118.87,3390,
Big Pine Volcanic Field,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),37.05,-118.25,1950,
Lava Mountains Volcanic Field,United States,Lava dome(s),,,Canada and Western USA,USA (California),35.5,-117.5,1510,
Cima Lava Field,United States,Volcanic field,,,Canada and Western USA,USA (California),35.27,-115.75,1509,
Amboy,United States,Pyroclastic cone,,,Canada and Western USA,USA (California),34.55,-115.78,288,
Pinto Basin-Salton Creek,United States,Volcanic field,,,Canada and Western USA,USA (California),33.9,-115.63,600,
Sinker Butte,United States,Shield,,,Canada and Western USA,USA (Idaho),43.25,-116.62,1012,
Mountain Home-Kuna Lava Field,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Idaho),43.2,-115.98,1040,
"Grande, Cerro",United States,Fissure vent(s),,,Canada and Western USA,USA (Idaho),43.45,-112.83,0,
Blackfoot Lava Field,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Idaho),42.85,-111.75,2185,
Menan Buttes,United States,Tuff cone(s),,,Canada and Western USA,USA (Idaho),43.78,-111.97,1713,
Leucite Hills,United States,Volcanic field,,,Canada and Western USA,USA (Wyoming),41.8,-108.9,0,
Buffalo Valley,United States,Volcanic field,,,Canada and Western USA,USA (Nevada),40.35,-117.3,1750,
Steamboat Springs,United States,Lava dome(s),,,Canada and Western USA,USA (Nevada),39.375,-119.72,1415,
Aurora-Bodie,United States,Volcanic field,,,Canada and Western USA,USA (Nevada),38.32,-118.88,2365,
Lunar Crater,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Nevada),38.48,-115.97,2255,
Clayton Valley,United States,Pyroclastic cone,,,Canada and Western USA,USA (Nevada),37.82,-117.62,1490,
Crater Flat,United States,Volcanic field,,,Canada and Western USA,USA (Nevada),36.77,-116.55,1128,
Sheldon-Antelope,United States,Volcanic field,,,Canada and Western USA,USA (Nevada),41.8,-119.1,0,
Santa Clara,United States,Volcanic field,,,Canada and Western USA,USA (Utah),37.257,-113.625,1465,
Bald Knoll,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Utah),37.328,-112.408,2135,
Kolob,United States,Volcanic field,,,Canada and Western USA,USA (Utah),37.33,-113.12,2727,
Mineral Mountains-Cove Fort,United States,Volcanic field,,,Canada and Western USA,USA (Utah),38.58,-112.67,2770,
Smelter Knolls,United States,Lava dome(s),,,Canada and Western USA,USA (Utah),39.434,-112.857,1555,
Fumarole Butte,United States,Shield,,,Canada and Western USA,USA (Utah),39.616,-112.803,1609,
Potrillo Volcanic Field,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (New Mexico),31.98,-107.13,1695,
Jornada del Muerto,United States,Shield,,,Canada and Western USA,USA (New Mexico),33.53,-106.87,1555,
Lucero,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),34.42,-107.2,2395,
Taylor Volcanic Field,United States,Stratovolcano,,,Canada and Western USA,USA (New Mexico),35.33,-107.45,3460,
Cat Hills,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),34.83,-106.83,1750,
Albuquerque,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),35.12,-106.75,1800,
Valles Caldera,United States,Caldera,,,Canada and Western USA,USA (New Mexico),35.908,-106.517,3441,
Taos Plateau,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),36.83,-105.83,3087,
Ocate,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),36.12,-104.75,3000,
Raton-Clayton,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),36.42,-104.08,3350,
McCoy,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Colorado),39.97,-106.7,2402,
Willow Peak,United States,Pyroclastic cone,,,Canada and Western USA,USA (Colorado),39.662,-107.17,3061,
Sentinel Plain,United States,Volcanic field,,,Canada and Western USA,USA (Arizona),32.8,-113.2,160,
Springerville Volcanic Field,United States,Volcanic field,,,Canada and Western USA,USA (Arizona),34.192,-109.629,3091,
San Carlos,United States,Volcanic field,,,Canada and Western USA,USA (Arizona),33.25,-110.25,1000,
Geronimo,United States,Volcanic field,,,Canada and Western USA,USA (Arizona),32.5,-109.25,1300,
Vance Segment,Undersea Features,Submarine,,,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.3,-130.1,-1985,
Central Segment,Undersea Features,Submarine,,,Hawaii and Pacific Ocean,Pacific Ocean (northern),41.78,-127.109,-3300,
Phoenix Segment,Undersea Features,Submarine,,,Hawaii and Pacific Ocean,Pacific Ocean (northern),41.404,-127.38,-3000,
Kaena,United States,Submarine,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.822,-158.772,-1200,
Kohala,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.08,-155.72,1668,
Kahoolawe,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.57,-156.57,450,
Mahukona,United States,Submarine,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.17,-156.42,-1080,
West Maui,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.88,-156.6,1764,
Lanai,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.82,-156.85,1021,
East Molokai,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.12,-156.87,1506,
West Molokai,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.15,-157.17,418,
Koolau,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.37,-157.8,941,
Waianae,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.52,-158.15,1220,
Kauai,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,22.07,-159.5,1668,
Niihau,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.95,-160.08,390,
Kaula,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.67,-160.55,194,
Hiva Oa,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-9.78,-139.03,1067,
Fatu Hiva,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-10.47,-138.65,955,
Moorea,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.552,-149.823,1138,
Tahiti-Nui,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.696,-149.523,1631,
Tahiti-Iti,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.798,-149.237,1169,
Aitutaki,New Zealand,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-18.9,-159.77,124,
Rarotonga,New Zealand,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-21.23,-159.75,639,
Rurutu,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-22.45,-151.35,394,
Pitcairn,United Kingdom,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-25.068,-130.113,313,
Antipodes Island,New Zealand,Pyroclastic cone(s),,,New Zealand to Fiji,New Zealand,-49.684,178.781,359,
Unnamed,Undersea Features,Submarine,,,Hawaii and Pacific Ocean,Pacific Ocean (southern),-50.457,-139.154,-594,
Tres Virgenes,Mexico,Stratovolcano(es),,,México and Central America,Mexico,27.47,-112.591,1934,
"Leon, Cerro",Mexico,Cone,,,México and Central America,Mexico,30.227,-114.655,280,
San Ignacio Volcanic Field,Mexico,Volcanic field,,,México and Central America,Mexico,27.633,-113.05,1500,
"Aguajito, El",Mexico,Caldera,,,México and Central America,Mexico,27.554,-112.552,1274,
"Reforma, La",Mexico,Caldera,,,México and Central America,Mexico,27.508,-112.392,1300,
"Pulpito, Punta",Mexico,Lava dome,,,México and Central America,Mexico,26.517,-111.444,131,
"Mencenares, Cerro",Mexico,Lava dome(s),,,México and Central America,Mexico,26.28,-111.47,790,
Moctezuma Volcanic Field,Mexico,Volcanic field,,,México and Central America,Mexico,29.63,-109.52,0,
Camargo Volcanic Field,Mexico,Pyroclastic cone(s),,,México and Central America,Mexico,27.75,-104.42,1900,
Santo Domingo Volcanic Field,Mexico,Maar(s),,,México and Central America,Mexico,22.83,-100.08,1550,
Ventura Volcanic Field,Mexico,Maar(s),,,México and Central America,Mexico,22.35,-100.7,2035,
San Juan,Mexico,Stratovolcano(es),,,México and Central America,Mexico,21.47,-104.97,2240,
"Navajas, Las",Mexico,Shield,,,México and Central America,Mexico,21.531,-104.729,1680,
Santa Maria del Oro,Mexico,Maar,,,México and Central America,Mexico,21.371,-104.571,1120,
Tepetiltic,Mexico,Stratovolcano,,,México and Central America,Mexico,21.27,-104.7,2020,
San Pedro,Mexico,Caldera,,,México and Central America,Mexico,21.17,-104.73,2000,
San Sebastian Volcanic Field,Mexico,Pyroclastic cone(s),,,México and Central America,Mexico,20.83,-104.82,1780,
"Volcanes, Los",Mexico,Volcanic field,,,México and Central America,Mexico,20.33,-104.5,2080,
Northern Atenguillo,Mexico,Shield(s),,,México and Central America,Mexico,20.75,-104.5,1700,
Tequila,Mexico,Stratovolcano,,,México and Central America,Mexico,20.788,-103.847,2920,
Northern Guadalajara Mesa,Mexico,Lava dome(s),,,México and Central America,Mexico,20.88,-103.4,1820,
"Primavera, Sierra la",Mexico,Caldera,,,México and Central America,Mexico,20.62,-103.52,2270,
Southern Guadalajara,Mexico,Volcanic field,,,México and Central America,Mexico,20.525,-103.242,2160,
Acatlan Volcanic Field,Mexico,Caldera,,,México and Central America,Mexico,20.45,-103.57,1990,
"Cantaro, Volcan el",Mexico,Stratovolcano,,,México and Central America,Mexico,19.72,-103.63,2920,
"Azufres, Los",Mexico,Caldera,,,México and Central America,Mexico,19.85,-100.63,3400,
Tláloc,Mexico,Stratovolcano,,,México and Central America,Mexico,19.411,-98.713,4120,
Telapón,Mexico,Stratovolcano,,,México and Central America,Mexico,19.37,-98.72,4080,
Acoculco,Mexico,Caldera,,,México and Central America,Mexico,19.97,-98.2,3020,
"Grande, Cerro",Mexico,Volcanic field,,,México and Central America,Mexico,19.62,-97.93,3050,
Poza Rica,Mexico,Volcanic field,,,México and Central America,Mexico,20.42,-97.83,2250,
San Martin Pajapan,Mexico,Stratovolcano(es),,,México and Central America,Mexico,18.303,-94.73,1250,
Apas-Navenchauc,Mexico,Caldera(s),,,México and Central America,Mexico,16.716,-92.786,0,
Huitepec,Mexico,Lava dome,,,México and Central America,Mexico,16.743,-92.694,2744,
Mispia,Mexico,Lava dome(s),,,México and Central America,Mexico,16.447,-92.539,1750,
Aldama Volcanic Field,Mexico,Volcanic field,,,México and Central America,Mexico,23.2,-98.02,600,
"Flores, Los",Mexico,Volcanic field,,,México and Central America,Mexico,22.58,-99.38,520,
Apan-Tezontepec,Mexico,Volcanic field,,,México and Central America,Mexico,19.75,-98.5,3100,
Santo Tomas,Guatemala,Stratovolcano(es),,,México and Central America,Guatemala,14.71,-91.479,3542,
Cuxliquel,Guatemala,Lava dome(s),,,México and Central America,Guatemala,14.889,-91.398,3029,
Barahona,Guatemala,Caldera(s),,,México and Central America,Guatemala,14.55,-90.78,2282,
Pueblo Nuevo Viñas,Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.199,-90.505,1939,
Piedra Grande,Guatemala,Stratovolcano(es),,,México and Central America,Guatemala,14.25,-90.4,1640,
Ixhuatan,Guatemala,Complex,,,México and Central America,Guatemala,14.161,-90.286,1675,
Ayarza,Guatemala,Caldera(s),,,México and Central America,Guatemala,14.42,-90.12,1409,
"Alutate, Cerro",Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.647,-90.144,2116,
Guistepeque Volcanic Field,Guatemala,Pyroclastic cone(s),,,México and Central America,Guatemala,14.57,-89.78,1358,
Siete Orejas,Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.82,-91.62,3370,
San Pedro,Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.656,-91.267,3020,
Jumay Volcanic Field,Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.694,-89.993,2174,
"Ananopa, Cerro",Guatemala,Volcanic field,,,México and Central America,Guatemala,14.9,-89.93,386,
"Redondo, Cerro",Guatemala,Shield(s),,,México and Central America,Guatemala,14.27,-89.62,768,
Conchagua,El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,13.275,-87.845,1225,
Conchaguita,El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,13.229,-87.767,505,
Masahuat Volcanic Field,El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,14.2,-89.4,1005,
"Tablas, Cerro las",El Salvador,Stratovolcano(es),,,México and Central America,El Salvador and Honduras,14.07,-89.4,782,
"Limones Volcanic Field, Los",El Salvador,Pyroclastic cone(s),,,México and Central America,El Salvador and Honduras,14.05,-89.13,420,
"Cacahuatique, Cerro",El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,13.75,-88.2,1500,
"Buena Vista, Cerro",El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,13.25,-88.15,750,
"Yayantique, Cerro",El Salvador,Stratovolcano(es),,,México and Central America,El Salvador and Honduras,13.435,-87.999,613,
Unnamed,El Salvador,Volcanic field,,,México and Central America,El Salvador and Honduras,13.67,-87.82,377,
"Zacatillo, Isla",El Salvador,Pyroclastic cone(s),,,México and Central America,El Salvador and Honduras,13.295,-87.761,158,
"Lolotique, Cerro",El Salvador,Unknown,,,México and Central America,El Salvador and Honduras,13.559,-88.364,804,
"Meanguera, Isla",El Salvador,Stratovolcano(es),,,México and Central America,El Salvador and Honduras,13.19,-87.72,468,
"Izopo, Montaña de",Honduras,Shield(s),,,México and Central America,El Salvador and Honduras,13.92,-87.15,2020,
"Hule, Cerro de",Honduras,Shield,,,México and Central America,El Salvador and Honduras,13.95,-87.23,1725,
"Gavilantepeque, Cerro",Honduras,Shield,,,México and Central America,El Salvador and Honduras,14,-87.18,1280,
"Pedregal, El",Honduras,Shield,,,México and Central America,El Salvador and Honduras,14.1,-87.27,1593,
"Calanterique, Cerro",Honduras,Lava cone,,,México and Central America,El Salvador and Honduras,14.6,-87.87,0,
Maderas,Nicaragua,Stratovolcano,,,México and Central America,Nicaragua,11.446,-85.515,1394,
"Azul, Volcan",Nicaragua,Pyroclastic cone(s),,,México and Central America,Nicaragua,12.549,-83.968,203,
Malpaisillo,Nicaragua,Pyroclastic shield,,,México and Central America,Nicaragua,12.58,-86.6,181,
Apoyo,Nicaragua,Caldera,,,México and Central America,Nicaragua,11.92,-86.03,600,
"San Jacinto, Cerro",Nicaragua,Stratovolcano,,,México and Central America,Nicaragua,12.37,-86.02,300,
Tambor Grande,Nicaragua,Caldera,,,México and Central America,Nicaragua,10.97,-84.08,648,
"Chopo, Cerro",Costa Rica,Pyroclastic cone,,,México and Central America,Costa Rica,10.472,-85.07,402,
"Tilaran, Cerro",Costa Rica,Shield,,,México and Central America,Costa Rica,10.451,-84.978,634,
"Perdidos, Los",Costa Rica,Caldera,,,México and Central America,Costa Rica,10.403,-84.675,1357,
"Poco Sol, Laguna",Costa Rica,Explosion crater(?),,,México and Central America,Costa Rica,10.35,-84.67,789,
"San Miguel, Cerro",Costa Rica,Lava dome,,,México and Central America,Costa Rica,10.022,-84.708,414,
"Mercedes, Cerro las",Costa Rica,Pyroclastic cone,,,México and Central America,Costa Rica,10.97,-84.35,190,
"Negro, Cerro",Costa Rica,Shield,,,México and Central America,Costa Rica,10.462,-83.855,136,
"Colorado, Lomas de",Costa Rica,Shield(s),,,México and Central America,Costa Rica,10.658,-83.721,229,
Tortuguero,Costa Rica,Pyroclastic cone,,,México and Central America,Costa Rica,10.586,-83.53,119,
"Sierpe, Lomas de",Costa Rica,Shield(s),,,México and Central America,Costa Rica,10.376,-83.545,311,
Durika,Costa Rica,Lava dome(s),,,México and Central America,Costa Rica,9.374,-83.302,3257,
"Coco, Isla del",Costa Rica,Shield,,,México and Central America,Costa Rica,5.53,-87.082,575,
Tisingal,Panama,Stratovolcano,,,México and Central America,Panama,8.88,-82.67,2986,
"Yeguada, La",Panama,Stratovolcano,,,México and Central America,Panama,8.47,-80.82,1297,
San Diego,Colombia,Maar,,,South America,Colombia,5.65,-74.961,1163,
"Escondido, El",Colombia,Lava dome,,,South America,Colombia,5.514,-75.043,1620,
Santa Rosa,Colombia,Shield,,,South America,Colombia,4.8,-75.458,4584,
"Quindio, Nevado del",Colombia,Stratovolcano,,,South America,Colombia,4.701,-75.386,4756,
Unnamed,Colombia,Volcanic field,,,South America,Colombia,2.2,-76.03,2500,
San Augustín-Isnos,Colombia,Volcanic field,,,South America,Colombia,1.92,-76.23,1900,
Cutanga,Colombia,Unknown,,,South America,Colombia,1.83,-76.45,4300,
Animas,Colombia,Stratovolcano,,,South America,Colombia,1.568,-76.857,4180,
Yanaurcu de Pinan,Ecuador,Stratovolcano,,,South America,Ecuador,0.484,-78.329,4535,
Pilavo,Ecuador,Stratovolcano,,,South America,Ecuador,0.526,-78.365,4254,
Cotacachi,Ecuador,Stratovolcano,,,South America,Ecuador,0.364,-78.351,4939,
Cusin,Ecuador,Stratovolcano,,,South America,Ecuador,0.127,-78.154,3989,
Chalpatan,Ecuador,Caldera,,,South America,Ecuador,0.711,-77.784,3624,
Chiltazon,Ecuador,Stratovolcano,,,South America,Ecuador,0.687,-78.021,3967,
Iguan,Ecuador,Stratovolcano,,,South America,Ecuador,0.621,-78.007,3870,
Pambamarca,Ecuador,Stratovolcano,,,South America,Ecuador,-0.076,-78.207,4076,
Casitagua,Ecuador,Stratovolcano,,,South America,Ecuador,-0.036,-78.48,3501,
"Puntas, Cerro",Ecuador,Stratovolcano,,,South America,Ecuador,-0.174,-78.2,4348,
Ilalo,Ecuador,Stratovolcano,,,South America,Ecuador,-0.259,-78.418,3185,
Pasochoa,Ecuador,Stratovolcano,,,South America,Ecuador,-0.462,-78.478,4199,
Pan de Azucar,Ecuador,Stratovolcano,,,South America,Ecuador,-0.43,-77.72,3482,
Sincholagua,Ecuador,Stratovolcano,,,South America,Ecuador,-0.534,-78.371,4893,
Ruminahui,Ecuador,Stratovolcano,,,South America,Ecuador,-0.578,-78.504,4712,
Corazon,Ecuador,Stratovolcano,,,South America,Ecuador,-0.528,-78.658,4786,
Santa Cruz,Ecuador,Stratovolcano,,,South America,Ecuador,-0.648,-78.631,3945,
Putzalagua,Ecuador,Lava dome,,,South America,Ecuador,-0.962,-78.56,3512,
Sagoatoa,Ecuador,Stratovolcano,,,South America,Ecuador,-1.151,-78.666,4153,
Llimpi,Ecuador,Stratovolcano,,,South America,Ecuador,-1.381,-78.572,3732,
Puyo,Ecuador,Pyroclastic cone(s),,,South America,Ecuador,-1.459,-77.917,1072,
Carihuairazo,Ecuador,Stratovolcano,,,South America,Ecuador,-1.404,-78.75,5102,
Igualata,Ecuador,Stratovolcano,,,South America,Ecuador,-1.49,-78.639,4430,
Calpi,Ecuador,Tuff cone(s),,,South America,Ecuador,-1.634,-78.728,3215,
Altar,Ecuador,Stratovolcano,,,South America,Ecuador,-1.67,-78.42,5321,
Chalupas,Ecuador,Caldera,,,South America,Ecuador,-0.804,-78.3,4812,
